trial,severity,mse,active_ingredient,year,spray
62,75.0,17.93139,azox,2007,
145,75.0,25.53650,check,2010,2
150,75.0,12.41990,check,2010,2
180,75.0,37.39110,check,2011,2
65,75.6,1.31910,check,2007,2
21,76.3,19.14680,check,2006,2
135,76.3,19.38492,tebu,2009,2
201,76.3,25.44340,check,2012,2
156,76.9,14.76840,check,2010,3
242,77.1,9.05476,azox,2014,
143,77.2,51.42750,check,2010,2
169,77.5,2.76500,check,2010,2
192,77.5,28.44618,azox_cypr,2012,2
193,77.5,8.85420,check,2012,2
243,77.5,5.36272,pyra_epox,2014,3
250,77.8,4.58000,check,2014,2
140,78.0,39.38100,check,2009,
236,78.3,8.27931,trif_prot,2014,3
12,78.8,10.92990,check,2005,2
177,78.8,50.33200,check,2011,2
192,78.8,28.44618,azox,2012,2
198,79.0,9.63510,check,2012,2
73,79.2,13.29960,check,2007,2
214,79.5,93.58310,check,2013,3
227,79.8,25.03050,check,2013,3
230,79.8,127.28098,pyra_epox,2013,3
240,79.8,1.08662,tebu,2014,3
110,80.0,16.46860,check,2009,3
135,80.0,19.38490,check,2009,2
187,80.0,2.65794,cypr,2011,2
192,80.0,28.44618,pyra_epox,2012,2
56,80.1,10.16440,check,2007,2
24,80.1,14.60040,check,2006,2
237,80.3,27.19569,cypr,2014,3
243,80.3,5.36272,pyra_metc,2014,3
195,80.6,5.74010,check,2012,2
108,80.8,7.40090,check,2009,2
243,80.8,5.36272,cypr,2014,3
192,81.3,28.44618,cypr,2012,2
237,81.3,27.19569,azox,2014,3
242,81.3,9.05480,check,2014,
237,81.5,27.19569,pyra_metc,2014,3
243,81.5,5.36272,tebu,2014,3
197,81.8,2.41940,check,2012,3
226,81.8,74.28070,check,2013,2
237,82.3,27.19569,pyra_epox,2014,3
237,82.3,27.19569,tebu,2014,3
234,82.5,38.87672,cypr,2014,2
243,82.5,5.36272,azox,2014,3
178,83.3,1.06754,tebu,2011,2
220,83.6,43.27490,check,2013,2
31,83.8,23.70630,check,2006,2
32,83.8,8.88890,check,2006,2
125,83.8,2.18830,check,2009,3
151,83.8,49.01180,check,2010,2
192,83.8,28.44618,tebu,2012,2
217,83.8,69.23080,check,2013,2
234,83.8,38.87672,azox_cypr,2014,2
248,83.8,80.11940,azox,2014,3
237,84.0,27.19570,check,2014,3
240,84.5,1.08662,azox,2014,3
72,85.0,131.57090,check,2007,2
162,85.7,20.24680,check,2010,3
61,85.8,6.26510,check,2007,2
245,85.8,23.52290,check,2014,3
196,86.0,55.09896,cypr,2012,2
38,86.3,44.55260,check,2006,2
45,86.3,94.09720,check,2007,2
109,86.3,16.89970,check,2009,2
234,86.3,38.87672,pyra_metc,2014,2
159,86.4,44.15730,check,2010,
230,86.8,127.28098,azox,2013,3
236,86.8,8.27931,pico_cypr,2014,3
79,87.0,35.48770,check,2008,2
80,87.5,3.81510,check,2008,2
196,87.5,55.09896,tebu,2012,2
234,87.5,38.87672,azox,2014,2
192,88.0,28.44620,check,2012,2
248,88.3,80.11940,pyra_epox,2014,3
230,88.8,127.28098,cypr,2013,3
248,88.8,80.11940,tebu,2014,3
115,89.0,1.40320,check,2009,3
248,89.3,80.11940,pyra_metc,2014,3
174,89.5,37.16914,cypr,2011,2
243,89.8,5.36270,check,2014,3
164,90.0,118.85660,check,2010,2
240,90.0,1.08660,check,2014,3
100,90.4,20.54340,check,2009,3
17,90.9,15.08670,check,2005,2
187,91.3,2.65794,tebu,2011,2
234,91.3,38.87672,pyra_epox,2014,2
234,91.3,38.87672,tebu,2014,2
248,92.0,80.11940,check,2014,3
64,92.5,89.62610,check,2007,2
230,93.0,127.28098,tebu,2013,3
236,93.0,8.27931,azox_cypr,2014,3
234,93.3,38.87670,check,2014,2
142,93.5,1.58440,check,2010,3
236,94.0,8.27931,pyra_epox,2014,3
236,94.5,8.27931,pyra_metc,2014,3
174,94.5,37.16910,check,2011,2
133,95.3,3.06350,check,2009,2
236,95.5,8.27931,cypr,2014,3
236,96.3,8.27931,azox,2014,3
196,97.5,55.09900,check,2012,2
236,97.5,8.27931,tebu,2014,3
118,98.0,37.49760,check,2009,3
230,98.0,127.28100,check,2013,3
236,98.3,8.27930,check,2014,3
62,98.8,17.93140,check,2007,
139,99.0,16.48810,check,2009,2
26,100.0,303.11360,check,2006,2
36,100.0,8.95270,check,2006,2
43,100.0,23.33490,check,2007,2
52,100.0,75.39700,check,2007,2
172,100.0,17.74670,check,2011,2
178,100.0,1.06750,check,2011,2
187,100.0,2.65790,check,2011,2
